file,execution_time_seconds
n8n-io_n8n__docker-images-benchmark.yml,2.5403
Significant-Gravitas_AutoGPT__classic-autogpt-ci.yml,2.8203
alibaba_tengine__ci-arm64.yml,3.4181
yt-dlp_yt-dlp__release-nightly.yml,2.8465
microsoft_TypeScript__nightly.yaml,2.6685
NVIDIA_k8s-device-plugin__variables.yaml,2.5156
huggingface_transformers__self-push-amd-mi300-caller.yml,2.6168
f_awesome-chatgpt-prompts__publish.yml,2.9302
facebook_react__compiler_prereleases_nightly.yml,2.2297
NVIDIA_cutlass__labeler.yml,3.4792
goldbergyoni_nodebestpractices__lint-and-generate-html-from-markdown.yml,2.5092
excalidraw_excalidraw__test.yml,2.9712
twbs_bootstrap__node-sass.yml,2.9164
facebook_create-react-app__build-and-test.yml,2.9438
electron_electron__non-maintainer-dependency-change.yml,2.6056
yt-dlp_yt-dlp__release.yml,3.2385
huggingface_transformers__ssh-runner.yml,2.738
nodejs_node__commit-queue.yml,3.0206
facebook_hhvm__ubuntu.yml,3.2299
langgenius_dify__deploy-dev.yml,2.7893
axios_axios__labeler.yml,2.5476
n8n-io_n8n__release-create-pr.yml,2.8303
yt-dlp_yt-dlp__download.yml,3.8518
n8n-io_n8n__docker-base-image.yml,2.6774
langgenius_dify__build-push.yml,2.9956
electron_electron__issue-opened.yml,2.67
alibaba_ice__release.yml,2.4122
TheAlgorithms_Python__project_euler.yml,3.7459
facebook_folly__TagIt.yml,2.149
flutter_flutter__mirror.yml,2.7158
sindresorhus_awesome__main.yml,3.1913
alibaba_ice__website.yml,2.7989
facebook_folly__getdeps_linux.yml,3.4403
facebook_rocksdb__pr-jobs.yml,3.3853
n8n-io_n8n__e2e-flaky.yml,2.8795
Significant-Gravitas_AutoGPT__platform-backend-ci.yml,2.9488
open-webui_open-webui__format-backend.yaml,3.108
facebook_fbthrift__getdeps_mac.yml,3.1706
IBM_sarama__fuzz.yml,3.3551
facebook_watchman__getdeps_mac.yml,3.7575
langgenius_dify__deploy-rag-dev.yml,3.761
nodejs_node__comment-labeled.yml,2.8211
mrdoob_three.js__report-size.yml,4.7555
AUTOMATIC1111_stable-diffusion-webui__warns_merge_master.yml,4.3579
tensorflow_tensorflow__pylint-presubmit.yml,2.7024
langgenius_dify__tool-test-sdks.yaml,2.7298
twbs_bootstrap__issue-close-require.yml,3.2408
axios_axios__notify.yml,3.5515
facebook_react__shared_close_direct_sync_branch_prs.yml,2.7389
facebook_react__devtools_regression_tests.yml,3.0501
oracle_docker-images__build-and-push-nosql-sec-image.yml,2.8694
tensorflow_tensorflow__issue-on-pr-rollback.yml,4.0409
google_go-querystring__linter.yml,2.9544
public-apis_public-apis__validate_links.yml,3.4236
NVIDIA_k8s-device-plugin__deploy-to-pages.yml,2.5648
vercel_next.js__issue_stale.yml,3.0162
vercel_next.js__triage.yml,2.9504
microsoft_TypeScript__release-branch-artifact.yaml,2.6156
facebook_react__runtime_commit_artifacts.yml,2.4302
NVIDIA_k8s-device-plugin__golang.yaml,2.329
Snailclimb_JavaGuide__test.yml,2.1565
AUTOMATIC1111_stable-diffusion-webui__run_tests.yaml,2.8654
oracle_graal__spring.yml,2.7252
electron_electron__issue-unlabeled.yml,3.2725
microsoft_PowerToys__msstore-submissions.yml,2.581
facebook_watchman__getdeps_windows.yml,3.3863
Significant-Gravitas_AutoGPT__claude.yml,2.8399
google_dagger__ci.yml,2.5526
nodejs_node__daily-wpt-fyi.yml,2.9459
excalidraw_excalidraw__sentry-production.yml,2.7475
axios_axios__pr.yml,2.8474
microsoft_vscode__no-yarn-lock-changes.yml,2.9146
twbs_bootstrap__release-notes.yml,2.7079
vuejs_vue__release-tag.yml,3.0128
huggingface_transformers__self-scheduled-amd-mi300-caller.yml,2.3684
freeCodeCamp_freeCodeCamp__docker-ghcr.yml,2.5389
TheAlgorithms_Python__directory_writer.yml,2.4786
Significant-Gravitas_AutoGPT__classic-frontend-ci.yml,2.2971
alibaba_ice__version.yml,2.3398
facebook_react__compiler_prereleases.yml,2.632
freeCodeCamp_freeCodeCamp__deploy-api.yml,4.8765
alibaba_transmittable-thread-local__ci.yaml,2.3202
awslabs_amazon-ecr-credential-helper__codeql.yml,2.5031
facebook_react__shared_stale.yml,2.6504
excalidraw_excalidraw__test-coverage-pr.yml,2.917
IBM_sarama__codeql-analysis.yml,2.6929
airbnb_javascript__node-pretest.yml,2.6058
facebook_react__compiler_playground.yml,2.8821
langgenius_dify__vdb-tests.yml,2.4009
electron_electron__branch-created.yml,2.302
huggingface_transformers__build-past-ci-docker-images.yml,2.8041
mrdoob_three.js__codeql-code-scanning.yml,2.3783
huggingface_transformers__build-ci-docker-images.yml,2.6047
nodejs_node__test-linux.yml,2.8629
microsoft_TypeScript__set-version.yaml,2.7737
vercel_next.js__triage_with_ai.yml,2.5191
facebook_react__runtime_eslint_plugin_e2e.yml,2.3597
Significant-Gravitas_AutoGPT__repo-close-stale-issues.yml,2.4962
huggingface_transformers__check_tiny_models.yml,2.5194
NVIDIA_k8s-device-plugin__image.yaml,2.5802
open-webui_open-webui__deploy-to-hf-spaces.yml,2.2525
huggingface_transformers__self-push-amd.yml,2.6202
huggingface_transformers__new_model_pr_merged_notification.yml,2.4483
facebook_react-native__create-release.yml,3.0424
facebook_react__runtime_prereleases_manual.yml,2.4222
oracle_docker-images__super-linter.yml,2.4181
microsoft_TypeScript__update-package-lock.yaml,2.5822
microsoft_TypeScript__codeql.yml,2.5575
langchain-ai_langchain__check-broken-links.yml,2.6244
vercel_next.js__retry_deploy_test.yml,2.1903
google_blockly__conventional-label.yml,2.6658
vercel_next.js__setup-nextjs-build.yml,2.651
avelino_awesome-go__pull-request-first-comment.yaml,2.679
IBM_sarama__fvt-pr.yml,2.9874
facebook_react-native__prebuild-ios-core.yml,2.5574
vercel_next.js__cancel.yml,3.1359
huggingface_transformers__self-scheduled-intel-gaudi3-caller.yml,2.6883
IBM_sarama__dependency-review.yml,2.5688
microsoft_TypeScript__scorecard.yml,2.6072
langchain-ai_langchain__check_diffs.yml,2.6887
oracle_truffleruby__prism.yml,3.3657
alibaba_ice__canary.yml,2.5901
vercel_next.js__pull_request_stats.yml,3.5944
f_awesome-chatgpt-prompts__auto_commands.yml,3.5512
Significant-Gravitas_AutoGPT__classic-autogpt-docker-release.yml,2.389
facebook_react-native__retry-workflow.yml,2.353
alibaba_ice__coverage.yml,2.4814
vercel_next.js__turbopack-benchmark.yml,2.3661
nodejs_node__update-v8.yml,2.3463
langgenius_dify__api-tests.yml,2.7627
electron_electron__pipeline-electron-docs-only.yml,3.2711
excalidraw_excalidraw__lint.yml,3.4335
vercel_next.js__issue_bankrupt.yml,3.3045
google_blockly__build.yml,2.6527
langchain-ai_langchain__codspeed.yml,2.9264
oracle_graal__ni-layers.yml,3.5786
yt-dlp_yt-dlp__build.yml,5.5443
IBM_sarama__scorecard.yml,3.1821
open-webui_open-webui__release-pypi.yml,2.6887
facebook_react-native__check-for-reproducer.yml,2.4416
